Tipo_Acero_Limpio,Grado_Acero,Ciclo,Familia,Muestra_Probeta_Temp,Soaking,,Alarg Max Req (merged),Alarg Min Req (merged),Alarg. Obt. (%) (merged),Fluencia 0.2% Obt (merged),Fluencia 0.5% Obt (merged),Fluencia 0.6% Obt (merged),Fluencia 0.7% Obt (merged),Fluencia Max Req (merged),Fluencia Min Req (merged),Fluencia Offset Obt (merged),Rotura Max Req (merged),Rotura Min Req (merged),Rotura Obt (merged),,,Dureza Ind. Máx. Obt 1 (merged),Dureza Ind. Max. Req (merged),Dureza Ind. Mín. Obt 1 (merged),Dureza Ind. Min. Req (merged),Dureza Prom. Máx. Obt 1 (merged),Dureza Prom. Max. Req (merged),Dureza Prom. Mín. Obt 1 (merged),Dureza Prom. Mín. Req (merged),,,Area Dúctil Indiv. Max. Req (%) (merged),Area Dúctil Indiv. Min. Obt (%) (merged),Area Dúctil Indiv. Min. Req (%) (merged),Area Dúctil Prom. Max. Req (%) (merged),Area Dúctil Prom. Min. Obt (%) (merged),Area Dúctil Prom. Min. Req (%) (merged),Energia Indiv. Max. Req. (J) (merged),Energia Indiv. Min. Obt. (J) (merged),Energia Indiv. Min. Req. (J) (merged),Energia Prom. Max. Req. (J) (merged),Energia Prom. Min. Obt. (J) (merged),Energia Prom. Min. Req. (J) (merged),Temp Ensayo Req (merged)
DS748,13-5-2 95,87318,TN95 Super Cr13,4207841-6454363-575,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,111,,,114,22,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4207841-6454364-575,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,112,,,117,22,-10
DS748,13-5-2 95,3322,TN95 Super Cr13,4198647-6441475-585,45,,,,35,,,,,724,655,689,,724,792,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3322,TN95 Super Cr13,4198647-6441477-585,45,,,,,,,,,,,,,,,,,26.8,28,25.5,,26.17,28,25.9,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3322,TN95 Super Cr13,4198647-6441479-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,179,,,192,,-10
DS748,13-5-2 95,3322,TN95 Super Cr13,4198647-6441480-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,192,,,200,,0
DS516,TN 45HD,15243,,4095050-6293810-690,15,,,28,36,394,,,,448,310,,,434,502,,,,,,,,,,,,,,,,,,,,,,,,,
DS516,TN 45HD,15243,,4095050-6294425-690,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,147,34,,150,39,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4215067-6465760-570,S/TT,,,13.6,16,610,,,,724,655,,,724,849,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215067-6465761-570,S/TT,,,,,,,,,,,,,,,,,26,30,26,,26,,26,28,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215090-6465807-570,S/TT,,,13.6,17.5,576,,,,724,655,,,724,849,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215090-6465809-570,S/TT,,,,,,,,,,,,,,,,,27.8,30,27.6,,27.7,,27.7,28,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215091-6465794-570,S/TT,,,13.6,17,711,,,,724,655,,,724,845,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215091-6465796-570,S/TT,,,,,,,,,,,,,,,,,25.7,30,25.2,,25.47,,25.47,28,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4195301-6439923-590,45,,,,25,636,633,,,758,655,,,724,764,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4195301-6439925-590,45,,,,,,,,,,,,,,,,,24.5,30,24.2,,24.3,,24.3,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4195301-6439927-590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,93,22,,94,33,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4195301-6439928-590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,86,22,,87,33,-10
DS606,H40,11789,,4115764-6324645-670,15,,,26.9,29,,600,,,552,379,,,655,719,,,,,,,,,,,,,,,,,,,,,,,,,
DS606,H40,11789,,4115764-6324648-670,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,76,,,78,,-10
DS844,T95 1 TN 95SS,87280,,4085997-6278031-700,45,,,,,,,,,,,,,,,,,25.5,25,24.4,,25.2,25,24.53,,,,,,,,,,,,,,,,
DS844,T95 1 TN 95SS,87280,,4085997-6278033-700,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,162,,,168,24,0
DS844,T95 1 TN 95SS,87280,,4085997-6284035-700,45,,,,,,,,,,,,,,,,,25,25,23.7,,24.27,25,23.8,,,,,,,,,,,,,,,,
DS940,TN 125HC,84901,TN125,4167099-6401922-620,35,,,12.3,23,,993,,,1039,862,,,931,1047,,,,,,,,,,,,,,,,,,,,,,,,,
DS940,TN 125HC,84901,TN125,4167099-6401923-620,35,,,,,,,,,,,,,,,,,37.7,,37,,37.5,,37.13,,,,,,,,,,,,,,,,
DS940,TN 125HC,84901,TN125,4167099-6401925-620,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,50,9,,52,13,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4207842-6454379-580,45,,,13.6,23,691,,,,724,655,,,724,802,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4207842-6454381-580,45,,,,,,,,,,,,,,,,,25.4,30,25.2,,25.3,,25.3,28,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4207842-6454383-580,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,109,,,113,22,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4207842-6454384-580,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,112,,,116,22,-10
DS027,B-L245-B,50367,,4118185-6332373-670,15,,,27,44,,336,,,552,379,,,655,476,,,,,,,,,,,,,,,,,,,,,,,,,
DS027,B-L245-B,50367,,4118185-6332376-670,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,232,,,239,,-10
DS748,13-5-2 95,3322,TN95 Super Cr13,4198648-6441458-590,45,,,,34.5,,,,,724,655,706,,724,815,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3322,TN95 Super Cr13,4198648-6441460-590,45,,,,,,,,,,,,,,,,,27.8,28,25.1,,26.17,28,25.2,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3322,TN95 Super Cr13,4198648-6441462-590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,193,,,194,,-10
DS748,13-5-2 95,3322,TN95 Super Cr13,4198648-6441463-590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,191,,,192,,0
DS957,P110,11966,P110,4313848-6610265-475,15,,,,19.5,,863,993,,965,758,1036,,862,1119,,,,,,,,,,,,,,,,,,,,,,,,,
DS957,P110,11966,P110,4313848-6610266-475,15,,,,,,,,,,,,,,,,,38.4,,37.1,,38.1,,37.27,,,,,,,,,,,,,,,,
DS957,P110,11966,P110,4313848-6610268-475,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,95,,,62,,,63,,0
DS641,TD900,32321,,4159266-6391303-630,5,,,16,17,,,,,,750,911,,900,1003,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD900,32321,,4159266-6391304-630,5,,,,,,,,,,,,,,,,,34.3,,33.7,,34.07,,34.07,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,87298,,4119567-6334170-670,6,,,14.9,20.5,,647,647,,655,552,647,,655,728,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,87298,,4119567-6334172-670,6,,,,,,,,,,,,,,,,,21.6,,21.6,,21.4,23,21.4,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,87298,,4119567-6334174-670,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,95,,,98,14.85,0
DS957,L80 TYPE 1,11768,L80,4079749-6266233-710,15,,,,30.5,,596,596,,655,552,596,,655,698,,,,,,,,,,,,,,,,,,,,,,,,,
DS957,L80 TYPE 1,11768,L80,4079749-6266234-710,15,,,,,,,,,,,,,,,,,18,24,17.1,,17.83,23,17.23,,,,,,,,,,,,,,,,
DS957,L80 TYPE 1,11768,L80,4079749-6266236-710,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,91,,,92,15,0
DS710,L80 tipo 1,87298,,4120026-6334240-670,10,,,14.9,22,,637,638,,655,552,637,,655,715,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,87298,,4120026-6334242-670,10,,,,,,,,,,,,,,,,,20.7,,20.7,,20.57,23,20.57,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,87298,,4120026-6334244-670,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,95,,,96,14.85,0
DS564,X70Q-L485Q,61666,X70,4144997-6371501-645,16,,,19,30,,556,558,,635,485,556,760,570,627,,,,,,,,,,,,,,,,,,,,,,,,,
DS564,X70Q-L485Q,61666,X70,4144997-6371504-645,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,122,,,128,,-30
DS564,X70Q-L485Q,61666,X70,4144997-6371505-645,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,117,,,120,,-10
DS564,X70Q-L485Q,61666,X70,4144997-6371506-645,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,122,,,122,,0
DS710,L80 tipo 1,87298,,4120104-6334204-670,15,,,14.9,23,,619,620,,655,552,619,,655,705,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,87298,,4120104-6334206-670,15,,,,,,,,,,,,,,,,,18.8,,18.8,,18.67,23,18.67,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,87298,,4120104-6334208-670,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,99,,,100,14.85,0
DS750,L80 13CR,84970,L80 Cr13,4110228-6319688-680,45,,,,27.5,,,,,655,552,,,655,805,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4110228-6319689-680,45,,,,,,,,,,,,,,,,,24.9,24,23.3,,24.67,23,24.17,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4110228-6319690-680,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,85,,,82,32,,90,48,0
DS750,L80 13CR,84970,L80 Cr13,4110228-6319691-680,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,60,,,59,32,,62,48,-10
DS748,TN 95CR13S - 13-5-2 95,84402,,4195303-6439998-595,45,,,,27.5,622,621,,,758,655,,,724,763,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4195303-6440000-595,45,,,,,,,,,,,,,,,,,23.9,30,23.4,,23.6,,23.6,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4195303-6440002-595,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,92,22,,94,33,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4195303-6440003-595,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,85,22,,89,33,-10
DS748,TN 95CR13S - 13-5-2 95,84402,,4200508-6444333-590,45,,,,28,658,647,,,758,655,,,724,789,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4200508-6444335-590,45,,,,,,,,,,,,,,,,,25.7,30,25,,25.27,,25.27,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4200508-6444337-590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,97,22,,102,33,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4200508-6444338-590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,92,22,,93,33,-10
DS701,P 110,83088,P110,4270699-6546274-520,20,,,15.5,27,,868,878,,965,758,,,862,955,,,,,,,,,,,,,,,,,,,,,,,,,
DS701,P 110,83088,P110,4270699-6546275-520,20,,,,,,,,,,,,,,,,,33,,33,,32.77,,32.77,,,,,,,,,,,,,,,,
DS701,P 110,83088,P110,4270699-6546277-520,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,101,,,103,,-10
DS701,P 110,83088,P110,4270699-6546278-520,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,103,,,106,,0
DS844,T95 1 TN 95SS,87280,,4085998-6275641-705,45,,,,,,,,,,,,,,,,,22.1,25,20.4,,21.4,25,20.7,,,,,,,,,,,,,,,,
DS844,T95 1 TN 95SS,87280,,4085998-6275643-705,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,183,,,185,24,0
DS844,T95 1 TN 95SS,87280,,4085996-6279984-705,35,,,,,,,,,,,,,,,,,25.3,25,24.8,,25.1,25,25,,,,,,,,,,,,,,,,
DS844,T95 1 TN 95SS,87280,,4085996-6279986-705,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,162,,,167,24,0
DS844,T95 1 TN 95SS,87280,,4085998-6284036-705,45,,,,,,,,,,,,,,,,,22.4,25,21.1,,22.2,25,21.73,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4216083-6467435-575,S/TT,,,,19.5,611,,,,758,655,,,724,839,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4216083-6467437-575,S/TT,,,,,,,,,,,,,,,,,26.9,30,26.5,,26.67,,26.67,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4216083-6467439-575,S/TT,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,86,,,87,,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4216083-6467440-575,S/TT,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,90,,,91,,-10
DS641,TD900,32314,,4161835-6392095-630,5,,,16,18.5,919,,,,,750,,,900,1019,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD900,32314,,4161835-6392096-630,5,,,,,,,,,,,,,,,,,34.9,,34.3,,34.63,,34.63,,,,,,,,,,,,,,,,
DS641,TD900,32314,,4161835-6392098-630,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,20,,,10,,,10,,0
DS844,T95 1 TN 95SS,87280,,4082066-6268468-710,35,,,,,,,,,,,,,,,,,23.5,25,21.8,,23.27,25,22.23,,,,,,,,,,,,,,,,
DS844,T95 1 TN 95SS,87280,,4082066-6268470-710,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,180,,,184,24,0
DS940,TN 125HC,84901,TN125,4167101-6401940-625,35,,,12.3,23.5,,944,,,1039,862,,,931,1012,,,,,,,,,,,,,,,,,,,,,,,,,
DS940,TN 125HC,84901,TN125,4167101-6401941-625,35,,,,,,,,,,,,,,,,,35.4,,35,,35.3,,35.13,,,,,,,,,,,,,,,,
DS940,TN 125HC,84901,TN125,4167101-6401943-625,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,57,9,,58,13,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4207843-6455274-585,45,,,13.6,24.5,662,,,,724,655,,,724,790,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4207843-6455276-585,45,,,,,,,,,,,,,,,,,25.6,30,25.3,,25.47,,25.47,28,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4207843-6455278-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,111,,,115,22,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4207843-6455279-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,106,,,109,22,-10
DS423,X60QS-L415QS,70925,X60,4162902-6397247-630,15,,,23,35.5,,557,,,565,415,557,,520,644,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,X60QS-L415QS,70925,X60,4162902-6397251-630,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,202,45,,225,60,-10
DS748,13-5-2 95,3322,TN95 Super Cr13,4198649-6441447-595,45,,,,35.5,,,,,724,655,682,,724,802,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3322,TN95 Super Cr13,4198649-6441449-595,45,,,,,,,,,,,,,,,,,26.4,28,24.2,,25.97,28,24.7,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3322,TN95 Super Cr13,4198649-6441451-595,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,180,,,186,,-10
DS748,13-5-2 95,3322,TN95 Super Cr13,4198649-6441452-595,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,189,,,192,,0
DS564,X70Q-L485Q,61269,X70,4343604-6657627-450,5,,,22,28,,647,,,635,485,636,760,570,772,,,,,,,,,,,,,,,,,,,,,,,,,
DS564,X70Q-L485Q,61269,X70,4343604-6657630-450,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,205,,,226,27,0
DS748,13-5-2 95,3322,TN95 Super Cr13,4219690-6481234-575,S/TT,,,,30,,,,,724,655,596,,724,843,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215156-6465939-580,45,,,13.6,21.5,719,,,,724,655,,,724,835,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215156-6465941-580,45,,,,,,,,,,,,,,,,,26.6,30,25.9,,26.13,,26.13,28,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215156-6465943-580,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,103,,,104,22,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4215156-6465944-580,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,104,,,106,22,-10
DS748,13-5-2 95,87318,TN95 Super Cr13,4215417-6466827-580,45,,,13.6,27.5,698,,,,724,655,,,724,808,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215417-6466829-580,45,,,,,,,,,,,,,,,,,25.8,30,25.4,,25.67,,25.67,28,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215417-6466831-580,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,123,,,124,22,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4215417-6466832-580,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,105,,,107,22,-10
DS606,H40,11789,,4115765-6324664-680,15,,,26.9,31,,589,,,552,379,,,655,706,,,,,,,,,,,,,,,,,,,,,,,,,
DS606,H40,11789,,4115765-6324667-680,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,85,,,86,,-10
DS940,TN 125HC,84901,TN125,4167106-6401908-630,35,,,12.3,23.5,,924,,,1039,862,,,931,987,,,,,,,,,,,,,,,,,,,,,,,,,
DS940,TN 125HC,84901,TN125,4167106-6401909-630,35,,,,,,,,,,,,,,,,,35.4,,34.6,,35.13,,34.7,,,,,,,,,,,,,,,,
DS940,TN 125HC,84901,TN125,4167106-6401911-630,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,58,9,,58,13,0
DS701,P 110,85178,P110,4292126-6581953-505,9,,,14.6,24.5,,,894,896,965,758,895,,862,968,,,,,,,,,,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292126-6581954-505,9,,,,,,,,,,,,,,,,,32.5,,31.4,,31.97,,31.93,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292127-6581910-505,9,,,14.6,27.5,,,916,922,965,758,921,,862,988,,,,,,,,,,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292127-6581912-505,9,,,,,,,,,,,,,,,,,33.4,,32.8,,33.23,,32.93,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292128-6582028-505,9,,,14.6,25,,,929,932,965,758,932,,862,994,,,,,,,,,,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292128-6582030-505,9,,,,,,,,,,,,,,,,,33,,32.2,,32.77,,32.4,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292129-6581970-505,9,,,14.6,24.5,,,913,915,965,758,914,,862,984,,,,,,,,,,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292129-6581971-505,9,,,,,,,,,,,,,,,,,32.8,,32,,32.67,,32.3,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292130-6581998-505,9,,,14.6,23.5,,,928,932,965,758,930,,862,994,,,,,,,,,,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292130-6581999-505,9,,,,,,,,,,,,,,,,,34.1,,32.6,,33.57,,33.17,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292131-6581945-505,9,,,14.6,26,,,918,921,965,758,922,,862,991,,,,,,,,,,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4292131-6581947-505,9,,,,,,,,,,,,,,,,,33.6,,32.8,,33.33,,32.9,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4207844-6455260-590,45,,,13.6,23.5,643,,,,724,655,,,724,781,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4207844-6455262-590,45,,,,,,,,,,,,,,,,,25,30,24.3,,24.57,,24.57,28,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4207844-6455264-590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,115,,,116,22,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4207844-6455265-590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,104,,,106,22,-10
DS027,B-L245-B,50367,,4118186-6332201-680,15,,,27,45,,359,,,552,379,,,655,483,,,,,,,,,,,,,,,,,,,,,,,,,
DS027,B-L245-B,50367,,4118186-6332204-680,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,234,,,240,,-10
DS816,L80 TYPE 1,84239,L80,4083682-6287033-715,17,,,16.9,31,,558,560,,655,552,559,,655,672,,,,,,,,,,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,84239,L80,4083682-6287035-715,17,,,,,,,,,,,,,,,,,17.3,22,17.3,,17.23,22,17.23,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,84239,L80,4083682-6287037-715,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,145,,,146,22,0
DS748,13-5-2 95,3322,TN95 Super Cr13,4198650-6442414-600,45,,,,34.5,,,,,724,655,675,,724,806,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3322,TN95 Super Cr13,4198650-6442416-600,45,,,,,,,,,,,,,,,,,25,28,23.5,,24.8,28,24.2,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3322,TN95 Super Cr13,4198650-6442418-600,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,194,,,198,,-10
DS748,13-5-2 95,3322,TN95 Super Cr13,4198650-6442419-600,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,197,,,203,,0
DS701,P 110,85178,P110,4294003-6581937-505,9,,,14.6,27.5,,,912,916,965,758,917,,862,987,,,,,,,,,,,,,,,,,,,,,,,,,
DS701,P 110,85178,P110,4294003-6583264-505,9,,,,,,,,,,,,,,,,,34.6,,32.9,,34.4,,33.67,,,,,,,,,,,,,,,,
DS641,TD900,32321,,4159267-6391317-640,5,,,16,18.5,,,,,,750,909,,900,994,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD900,32321,,4159267-6391318-640,5,,,,,,,,,,,,,,,,,34.1,,33.4,,33.83,,33.83,,,,,,,,,,,,,,,,
DS564,X70Q-L485Q,61666,X70,4144999-6372248-655,16,,,19,26.5,,626,620,,635,485,626,760,570,675,,,,,,,,,,,,,,,,,,,,,,,,,
DS564,X70Q-L485Q,61666,X70,4144999-6372251-655,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,118,,,123,,-30
DS564,X70Q-L485Q,61666,X70,4144999-6372252-655,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,119,,,127,,-10
DS564,X70Q-L485Q,61666,X70,4144999-6372253-655,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,116,,,118,,0
DS750,L80 13CR,84970,L80 Cr13,4110230-6319645-690,45,,,,27,,,,,655,552,,,655,775,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4110230-6319647-690,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,100,,,106,32,,113,48,0
DS750,L80 13CR,84970,L80 Cr13,4110230-6319648-690,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,60,,,75,32,,80,48,-10
DS750,L80 13CR,84970,L80 Cr13,4110230-6320000-690,45,,,,,,,,,,,,,,,,,23.7,24,23.3,,23.63,23,23.43,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215157-6465983-585,45,,,13.6,26,678,,,,724,655,,,724,815,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215157-6465985-585,45,,,,,,,,,,,,,,,,,26.3,30,26.3,,26.3,,26.3,28,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215157-6465987-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,107,,,110,22,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4215157-6465988-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,105,,,108,22,-10
DS748,TN 95CR13S - 13-5-2 95,84402,,4195308-6438783-605,45,,,,23,595,603,,,758,655,,,724,775,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4195308-6438785-605,45,,,,,,,,,,,,,,,,,23.5,30,23,,23.27,,23.27,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4195308-6438787-605,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,98,22,,101,33,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4195308-6438788-605,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,96,22,,98,33,-10
DS748,13-5-2 95,87318,TN95 Super Cr13,4215418-6467365-585,45,,,13.6,22,678,,,,724,655,,,724,794,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4215418-6467367-585,45,,,,,,,,,,,,,,,,,26.2,30,25.7,,25.97,,25.97,28,,,,,,,,,,,,,,,
