Tipo_Acero_Limpio,Grado_Acero,Ciclo,Familia,Muestra_Probeta_Temp,Soaking,,Alarg Max Req (merged),Alarg Min Req (merged),Alarg. Obt. (%) (merged),Fluencia 0.2% Obt (merged),Fluencia 0.5% Obt (merged),Fluencia 0.6% Obt (merged),Fluencia 0.7% Obt (merged),Fluencia Max Req (merged),Fluencia Min Req (merged),Fluencia Offset Obt (merged),Rotura Max Req (merged),Rotura Min Req (merged),Rotura Obt (merged),,,Dureza Ind. Máx. Obt 1 (merged),Dureza Ind. Max. Req (merged),Dureza Ind. Mín. Obt 1 (merged),Dureza Ind. Min. Req (merged),Dureza Prom. Máx. Obt 1 (merged),Dureza Prom. Max. Req (merged),Dureza Prom. Mín. Obt 1 (merged),Dureza Prom. Mín. Req (merged),,,Area Dúctil Indiv. Max. Req (%) (merged),Area Dúctil Indiv. Min. Obt (%) (merged),Area Dúctil Indiv. Min. Req (%) (merged),Area Dúctil Prom. Max. Req (%) (merged),Area Dúctil Prom. Min. Obt (%) (merged),Area Dúctil Prom. Min. Req (%) (merged),Energia Indiv. Max. Req. (J) (merged),Energia Indiv. Min. Obt. (J) (merged),Energia Indiv. Min. Req. (J) (merged),Energia Prom. Max. Req. (J) (merged),Energia Prom. Min. Obt. (J) (merged),Energia Prom. Min. Req. (J) (merged),Temp Ensayo Req (merged)
DS748,TN 95CR13S - 13-5-2 95,84402,,4234319-6512413-605,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,114,22,,116,33,-10
DS748,TN 95CR13S - 13-5-2 95,84402,,4234319-6512925-605,45,,,,,,,,,,,,,,,,,25,30,22.9,,24.17,,24.17,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4234319-6533462-605,45,,,,26,,,,,758,655,620,,724,765,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169584-6404623-670,25,,,19.3,31,,614,612,,655,552,,,655,714,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169584-6404625-670,15,,,,,,,,,,,,,,,,,21.3,24,20.4,,21.23,23,20.53,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169584-6404627-670,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169584-6404627-670,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,171,,,171,,0
DS423,X60QS-L415QS,70925,X60,4170318-6407284-670,25,,,23,35.5,,503,,,565,415,503,,520,588,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,X60QS-L415QS,70925,X60,4170318-6407288-670,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,302,45,,304,60,-10
DS748,13-5-2,84927,,4280679-6565480-560,45,,,,26.5,929,882,914,,896,758,,,793,1004,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2,84927,,4280679-6565482-560,45,,,,,,,,,,,,,,,,,35.1,30,34.4,,35,32,34.6,,,,,,,,,,,,,,,,
DS748,13-5-2,84927,,4280679-6565484-560,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,73,,,80,,0
DS748,13-5-2,84927,,4280679-6565485-560,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,100,,,67,32,,72,48,-10
DS564,X70Q-L485Q,61269,X70,4340871-6652449-500,20,,,22,29,,618,,,635,485,606,760,570,708,,,,,,,,,,,,,,,,,,,,,,,,,
DS564,X70Q-L485Q,61269,X70,4340871-6652452-500,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,212,,,215,27,0
DS641,TD950,31225,,4251826-6520665-590,5,,,15,17,978,,,,,850,,,950,1064,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,31225,,4251826-6520666-590,5,,,,,,,,,,,,,,,,,36.6,,36.6,,36.37,,36.37,,,,,,,,,,,,,,,,
DS641,TD950,31225,,4251826-6523703-590,5,,,15,17,984,,,,,850,,,950,1066,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342133-6654402-500,5,,,15,16,,,,,,850,919,,950,1024,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342133-6654405-500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,10,,,10,,0
DS641,TD950,32252,,4342133-6654474-500,5,,,,,,,,,,,,,,,,,33.1,,32.8,,32.9,,32.9,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342912-6656453-500,5,,,15,16.5,,,,,,850,886,,950,988,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342912-6656454-500,5,,,,,,,,,,,,,,,,,32.1,,31.5,,31.7,,31.7,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342912-6656456-500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,15,,,11,,,11,,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4229169-6486669-615,45,,,13.6,24.5,671,669,,,724,655,,,724,826,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4229169-6486671-615,45,,,,,,,,,,,,,,,,,26.1,30,25.5,,25.87,28,25.87,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4229169-6486673-615,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,121,,,122,,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4229169-6486674-615,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,120,,,124,,-10
DS423,DNVGL SMLS 450 SD,71000,X60,4190146-6431689-655,15,,,20,41,,498,,,570,460,499,705,535,595,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,DNVGL SMLS 450 SD,71000,X60,4190146-6431693-655,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,414,38,,419,45,0
DS423,DNVGL SMLS 450 SD,71000,X60,4190216-6432553-655,15,,,20,38,,514,,,570,460,513,705,535,607,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,DNVGL SMLS 450 SD,71000,X60,4190216-6432557-655,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,418,38,,426,45,0
DS606,H40,11789,,4116437-6332290-730,15,,,26.9,34.5,,545,,,552,379,,,655,686,,,,,,,,,,,,,,,,,,,,,,,,,
DS606,H40,11789,,4116437-6332293-730,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,81,,,83,,-10
DS423,DNVGL SMLS 450 SD,71000,X60,4191657-6435186-655,20,,,20,37,,486,,,570,460,485,705,535,574,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,DNVGL SMLS 450 SD,71000,X60,4191657-6435190-655,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,405,38,,405,45,0
DS423,DNVGL SMLS 450 SD,71000,X60,4191659-6435046-655,20,,,20,38.5,,510,,,570,460,508,705,535,593,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,DNVGL SMLS 450 SD,71000,X60,4191659-6435050-655,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,377,38,,396,45,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4261772-6534178-585,45,,,,29,,,,,758,655,680,,724,781,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4261772-6534180-585,45,,,,,,,,,,,,,,,,,24.5,30,23.6,,24.17,,24.17,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4261772-6534182-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,98,,,99,,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4261772-6534183-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,98,,,102,,-10
DS641,TD950,31237,,4267010-6540386-580,S/TT,,,,,,,,,,,,,,,,,34.6,,33.8,,34.17,,34.17,,,,,,,,,,,,,,,,
DS641,TD950,31237,,4267010-6540621-580,S/TT,,,15,10,1006,,,,,850,,,950,1113,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4123021-6338422-725,45,,,,26,,,,,655,552,,,655,762,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4123021-6338423-725,45,,,,,,,,,,,,,,,,,20.8,24,18.9,,20.53,23,19.5,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4123021-6338425-725,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,95,,,102,32,,113,48,-10
DS750,L80 13CR,84970,L80 Cr13,4123021-6338426-725,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,90,,,99,32,,106,48,0
DS750,L80 13CR,84970,L80 Cr13,4123021-6339994-725,45,,,,24,,,,,655,552,,,655,735,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169110-6404653-680,15,,,19.3,32,,625,625,,655,552,,,655,725,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169110-6404655-680,15,,,,,,,,,,,,,,,,,20.9,24,18.7,,20.57,23,18.97,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169110-6404657-680,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169110-6404657-680,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,160,,,165,,0
DS710,L80 tipo 1,84850,,4169588-6404638-680,25,,,19.3,32,,588,587,,655,552,,,655,687,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169588-6404640-680,15,,,,,,,,,,,,,,,,,18.2,24,16.3,,17.83,23,16.9,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169588-6404642-680,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS710,L80 tipo 1,84850,,4169588-6404642-680,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,172,,,181,,0
DS641,TD950,31225,,4251828-6520673-600,5,,,15,14,983,,,,,850,,,950,1063,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,31225,,4251828-6520674-600,5,,,,,,,,,,,,,,,,,36.3,,36.3,,36.23,,36.23,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4267307-6543452-585,45,,,,27,,,,,758,655,685,,724,784,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4267307-6543454-585,45,,,,,,,,,,,,,,,,,23.5,30,23.3,,23.4,,23.4,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4267307-6543456-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,104,,,109,,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4267307-6543457-585,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,102,,,105,,-10
DS423,X60QS-L415QS,70925,X60,4162908-6397242-690,15,,,23,37,,501,,,565,415,503,,520,586,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,X60QS-L415QS,70925,X60,4162908-6397246-690,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,285,45,,293,60,-10
DS423,DNVGL SMLS 450 SD,71000,X60,4190217-6432576-665,15,,,20,38.5,,519,,,570,460,519,705,535,606,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,DNVGL SMLS 450 SD,71000,X60,4190217-6432580-665,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,424,38,,427,45,0
DS606,H40,11789,,4116438-6332295-740,15,,,26.9,33.5,,557,,,552,379,,,655,734,,,,,,,,,,,,,,,,,,,,,,,,,
DS606,H40,11789,,4116438-6332298-740,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,77,,,78,,-10
DS748,TN 95CR13S - 13-5-2 95,84402,,4261773-6534018-595,45,,,,26.5,,,,,758,655,660,,724,781,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4261773-6534020-595,45,,,,,,,,,,,,,,,,,24.6,30,23.7,,24.1,,24.1,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4261773-6534022-595,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,112,,,117,,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4261773-6534023-595,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,106,22,,112,33,-10
DS968,B L245 X42 L290 B C,60627,,4236857-6513382-620,15,,,23.5,27,,447,,,495,290,441,655,485,585,,,,,,,,,,,,,,,,,,,,,,,,,
DS968,B L245 X42 L290 B C,60627,,4236857-6513385-620,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,290,,,299,,-10
DS968,B L245 X42 L290 B C,60627,,4236857-6513386-620,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,291,20,,313,27,0
DS641,TD950,31237,,4267011-6540952-590,5,,,15,13.5,925,,,,,850,,,950,1025,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,31237,,4267011-6540953-590,5,,,,,,,,,,,,,,,,,34.9,,34.4,,34.7,,34.7,,,,,,,,,,,,,,,,
DS968,B L245 X42 L290 B C,60627,,4238115-6513846-620,25,,,23.5,28,,422,,,495,290,421,655,485,563,,,,,,,,,,,,,,,,,,,,,,,,,
DS968,B L245 X42 L290 B C,60627,,4238115-6513849-620,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,385,,,391,,-10
DS968,B L245 X42 L290 B C,60627,,4238115-6513850-620,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,359,20,,359,27,0
DS008,HE360D,32531,,4339146-6649160-520,5,,,23,18,,,,,,360,499,520,445,549,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,X60QS-L415QS,70925,X60,4170319-6407185-690,25,,,23,39,,465,,,565,415,464,,520,554,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,X60QS-L415QS,70925,X60,4170319-6407189-690,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,300,45,,303,60,-10
DS748,13-5-2,84927,,4280681-6565463-580,45,,,,29.5,881,884,882,,896,758,,,793,910,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2,84927,,4280681-6565465-580,45,,,,,,,,,,,,,,,,,30.3,30,29.1,,30.07,32,29.5,,,,,,,,,,,,,,,,
DS748,13-5-2,84927,,4280681-6565467-580,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,122,,,125,,0
DS748,13-5-2,84927,,4280681-6565468-580,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,114,32,,115,48,-10
DS641,TD950,31225,,4251829-6520913-610,5,,,15,14,981,,,,,850,,,950,1060,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,31225,,4251829-6520914-610,5,,,,,,,,,,,,,,,,,36.3,,36.3,,36,,36,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342134-6654408-520,5,,,15,16.5,,,,,,850,893,,950,1005,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342134-6654411-520,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,10,,,10,,0
DS641,TD950,32252,,4342134-6654473-520,5,,,,,,,,,,,,,,,,,33.8,,33.4,,33.6,,33.6,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4267308-6543472-595,45,,,,29,,,,,758,655,675,,724,789,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4267308-6543474-595,45,,,,,,,,,,,,,,,,,24,30,23.5,,23.73,,23.73,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4267308-6543476-595,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,110,,,112,,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4267308-6543477-595,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,103,,,107,,-10
DS641,TD950,32252,,4342913-6656401-520,5,,,15,17.5,,,,,,850,894,,950,1000,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342913-6656402-520,5,,,,,,,,,,,,,,,,,33,,32.5,,32.6,,32.6,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342913-6656404-520,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,20,,,11,,,12,,0
DS308,T95,85162,T95,4263762-6536206-600,15,,,,15,,885,949,,965,758,947,,862,1040,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4263762-6536207-600,15,,,,,,,,,,,,,,,,,35,,32.5,,34.87,,33.43,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4263762-6536209-600,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,75,,85,,,82,,,84,,0
DS308,T95,85162,T95,4263762-6538470-600,15,,,,26.5,,903,923,,965,758,924,,862,1004,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,31225,,4254930-6524090-610,10,,,15,18,972,,,,,850,,,950,1046,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,31225,,4254930-6524091-610,10,,,,,,,,,,,,,,,,,35.7,,35.7,,35.57,,35.57,,,,,,,,,,,,,,,,
DS606,H40,11789,,4116439-6330732-750,15,,,26.9,34.5,,553,,,552,379,,,655,734,,,,,,,,,,,,,,,,,,,,,,,,,
DS606,H40,11789,,4116439-6330735-750,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,74,,,75,,-10
DS748,TN 95CR13S - 13-5-2 95,84402,,4261774-6534170-605,45,,,,24,,,,,758,655,619,,724,770,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4261774-6534172-605,45,,,,,,,,,,,,,,,,,24,30,22.9,,23.37,,23.37,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4261774-6534174-605,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,111,22,,115,33,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4261774-6534175-605,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,114,22,,116,33,-10
DS641,TD950,31237,,4267012-6540959-600,5,,,15,14.5,922,,,,,850,,,950,1025,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,31237,,4267012-6540960-600,5,,,,,,,,,,,,,,,,,35.2,,34.4,,34.87,,34.87,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4278926-6559958-590,15,,,,28.5,,918,948,,965,758,953,,862,1034,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4278926-6559959-590,15,,,,,,,,,,,,,,,,,34.7,,32.7,,34.37,,32.83,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4278926-6559961-590,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,80,,,77,,,80,,0
DS641,DS641,5369,,4170237-6406080-700,10,,,,28,587,,,,,,,,,791,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,DS641,5369,,4170237-6406081-700,10,,,,,,,,,,,,,,,,,22.3,,21.6,,21.9,,21.83,,,,,,,,,,,,,,,,
DS641,DS641,5369,,4170237-6406083-700,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,35,,,26,,,28,,0
DS641,DS641,5369,,4170239-6406093-700,30,,,,30.5,559,,,,,,,,,733,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,DS641,5369,,4170239-6406094-700,30,,,,,,,,,,,,,,,,,20.3,,18.9,,19.93,,19.27,,,,,,,,,,,,,,,,
DS641,DS641,5369,,4170239-6406096-700,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,40,,,38,,,39,,0
DS641,TD950,31225,,4251832-6520916-620,5,,,15,13.5,1012,,,,,850,,,950,1065,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,31225,,4251832-6520917-620,5,,,,,,,,,,,,,,,,,36.4,,36.4,,35.87,,35.87,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4267309-6543462-605,45,,,,29,,,,,758,655,655,,724,779,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4267309-6543464-605,45,,,,,,,,,,,,,,,,,24.7,30,22.7,,23.87,,23.87,,,,,,,,,,,,,,,,
DS748,TN 95CR13S - 13-5-2 95,84402,,4267309-6543466-605,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,112,,,118,,0
DS748,TN 95CR13S - 13-5-2 95,84402,,4267309-6543467-605,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,108,,,112,,-10
DS641,DS641,5369,,4183430-6423670-690,S/TT,,,,27,631,,,,,,,,,877,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,DS641,5369,,4183430-6423671-690,S/TT,,,,,,,,,,,,,,,,,27.3,,25.6,,26.63,,25.87,,,,,,,,,,,,,,,,
DS641,DS641,5369,,4183430-6423673-690,S/TT,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,25,,,26,,,27,,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4218505-6478244-655,45,,,13.6,22.5,573,598,,,724,655,,,724,842,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4218505-6478246-655,45,,,,,,,,,,,,,,,,,27.1,30,26,,26.67,28,26.67,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4218505-6478248-655,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,116,,,122,,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4218505-6478249-655,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,115,,,119,,-10
DS308,T95,85162,T95,4263763-6536353-610,15,,,,15,,925,922,,965,758,924,,862,1016,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4263763-6536354-610,15,,,,,,,,,,,,,,,,,35.2,,31.8,,35,,32.63,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4263763-6536356-610,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75,,90,,,88,,,91,,0
DS308,T95,85162,T95,4263763-6538478-610,15,,,,33,,883,909,,965,758,910,,862,987,,,,,,,,,,,,,,,,,,,,,,,,,
DS606,H40,11789,,4116440-6330634-760,15,,,26.9,36,,560,,,552,379,,,655,735,,,,,,,,,,,,,,,,,,,,,,,,,
DS606,H40,11789,,4116440-6330637-760,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,74,,,75,,-10
DS606,H40,11789,,4126777-6343345-750,40,,,26.9,33,,558,,,552,379,,,655,755,,,,,,,,,,,,,,,,,,,,,,,,,
DS606,H40,11789,,4126777-6343348-750,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,68,,,69,,-10
DS641,TD950,31237,,4267013-6540377-610,5,,,15,14,938,,,,,850,,,950,1035,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,31237,,4267013-6540378-610,5,,,,,,,,,,,,,,,,,34.9,,34.4,,34.63,,34.63,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4348754-6664473-530,5,,,15,17.5,,,,,,850,864,,950,973,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4348754-6664474-530,5,,,,,,,,,,,,,,,,,31.5,,30.4,,31.1,,31.1,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4348754-6664476-530,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,15,,,11,,,12,,0
DS641,TD950,32252,,4348754-6664699-530,5,,,15,17,,,,,,850,883,,950,989,,,,,,,,,,,,,,,,,,,,,,,,,
DS008,HE360D,32531,,4339147-6649166-540,5,,,23,18,,,,,,360,490,520,445,544,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4220075-6478227-660,45,,,13.6,21,587,624,,,724,655,,,724,869,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4220075-6478229-660,45,,,,,,,,,,,,,,,,,28.7,30,28.3,,28.47,28,28.47,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4220075-6478231-660,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,120,,,123,,0
DS748,13-5-2 95,87318,TN95 Super Cr13,4220075-6478232-660,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,115,,,117,,-10
DS748,13-5-2,84927,,4280683-6565487-600,45,,,,29,872,875,873,,896,758,,,793,911,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2,84927,,4280683-6565491-600,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,106,,,116,,0
DS748,13-5-2,84927,,4280683-6565492-600,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,117,32,,119,48,-10
DS748,13-5-2,84927,,4280683-6565663-600,45,,,,,,,,,,,,,,,,,30.7,30,29.9,,30.47,32,30.07,,,,,,,,,,,,,,,,
DS748,13-5-2,84927,,4280683-6566916-600,45,,,,25,843,848,846,,896,758,,,793,876,,,,,,,,,,,,,,,,,,,,,,,,,
DS872,SBO 600,32429,,4280726-6562174-600,5,,,12,22,687,,,,,600,,,,726,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342135-6654584-540,5,,,15,15.5,,,,,,850,860,,950,980,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342135-6654585-540,5,,,,,,,,,,,,,,,,,33.2,,32.9,,33,,33,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342135-6654587-540,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,9,,,11,,0
DS641,TD950,32252,,4342135-6654868-540,5,,,15,16,,,,,,850,862,,950,981,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342914-6656395-540,5,,,15,19,,,,,,850,879,,950,988,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342914-6656396-540,5,,,,,,,,,,,,,,,,,32.2,,31.9,,32,,32,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342914-6656398-540,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,15,,,11,,,11,,0
DS308,T95,85162,T95,4263764-6536199-620,15,,,,14.5,,917,917,,965,758,919,,862,1009,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4263764-6536200-620,15,,,,,,,,,,,,,,,,,32.7,,31.4,,32.53,,31.73,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4263764-6536202-620,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,75,,95,,,104,,,105,,0
DS308,T95,85162,T95,4263764-6538464-620,15,,,,27.5,,865,881,,965,758,882,,862,962,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,87318,TN95 Super Cr13,4221348-6478199-665,45,,,13.6,19,611,612,,,724,655,,,724,876,,,,,,,,,,,,,,,,,,,,,,,,,
